,ACC,Author,Year,Page.number,Parameter,Hard.Soft.Coral,Order,Hard.Soft.Coral.Order,Family,fam.comm,Genus,Species,Method,Method.simple,Lab.field,Time.series,Month.Before,Month.During.After,Year.Before,Year.During.After,Day.Sampled,Month.Sampled,Year.Sampled,Date.Sampled,Date.Sampled.Type,El.Nino,El.Nino.simple,La.Nina,La.Nina.simple,Measured.Before,Measured.During,Measured.After.0.6months,Measured.Duringto6mo,Measured.After.6months.2years,Depth,Latitude,Longitude,Lat.dec,Lat.abs,Long.dec,Ocean,Region,Ocean.Region,Ocean.Region.simple,Location,Source,Graphclick,Units.original,Mean_Cover_Before,SE_Cover_Before,SD_Cover_Before,Mean_Cover_Resp,SE_Cover_Resp,SD_Cover_Resp,Mean_Bleaching_Before,SE_Bleaching_Before,SD_Bleaching_Before,Mean_Bleaching_Resp,SE_Bleaching_Resp,SD_Bleaching_Resp,N_Before,N_During.After,In_Baker_2008,Comments,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
38,53,Obura and Mangubhai,2011,4,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-2.780033333,2.780033333,-171.7251667,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands-Kanton (Satellite Beach),Table 3,N,% cover,71.4,8.85,19.8,9.1,1.87,5.9,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.45484,13.121,864,13.121,864,29.08,28.531,0.77515,0.88043,28.789,5
39,53,Obura and Mangubhai,2011,5,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-2.805616667,2.805616667,-171.7206667,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands-Kanton (Six Sticks),Table 3,N,% cover,41.6,6.22,13.9,15,4.95,9.9,NA,,NA,NA,NA,NA,5,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.45484,13.121,864,13.121,864,29.08,28.531,0.77515,0.88043,28.789,5
40,53,Obura and Mangubhai,2011,6,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-2.81205,2.81205,-171.71745,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands-Kanton (Weird Eddie),Table 3,N,% cover,83,3,6.7,2.5,1.08,3.4,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.45484,13.121,864,13.121,864,29.08,28.531,0.77515,0.88043,28.789,5
41,53,Obura and Mangubhai,2011,7,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-2.82105,2.82105,-171.7154,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands-Kanton (BritGas/PresTayl),Table 3,N,% cover,28.6,5.95,13.3,2.5,1.65,3.3,NA,,NA,NA,NA,NA,5,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.45484,13.121,864,13.121,864,29.08,28.531,0.77515,0.88043,28.789,5
42,53,Obura and Mangubhai,2011,8,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.45525,4.45525,-171.2650167,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Manra (Harpoon Corner),Table 3,N,% cover,55.6,6.66,14.9,13.2,2.91,9.2,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.32472,7.4911,854,7.4911,854,29.69,28.859,0.54059,0.73525,29.168,5
43,53,Obura and Mangubhai,2011,9,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.436066667,4.436066667,-171.2439,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Manra (NorthExp/Lee),Table 3,N,% cover,26,4.05,8.1,9.3,4.8,9.6,NA,,NA,NA,NA,NA,4,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.32472,7.4911,854,7.4911,854,29.69,28.859,0.54059,0.73525,29.168,5
44,53,Obura and Mangubhai,2011,10,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.674616667,4.674616667,-174.5436,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Nikumaroro (Amelia's lost causeway),Table 3,N,% cover,38.2,1.43,3.2,7.8,2.75,8.7,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.93504,6.6441,863,6.6441,863,29.68,29.053,0.52243,0.72279,29.323,5
45,53,Obura and Mangubhai,2011,11,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.655583333,4.655583333,-174.54495,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Nikumaroro (Nai'a point),Table 3,N,% cover,25.7,3.71,8.3,1.8,1.2,2.4,NA,,NA,NA,NA,NA,5,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.75551,7.0258,864,7.0258,864,29.57,29.019,0.54163,0.73596,29.278,5
46,53,Obura and Mangubhai,2011,12,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.6508,4.6508,-174.5425333,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Nikumaroro (Windward wing),Table 3,N,% cover,58.6,10.51,23.5,1.9,0.76,2.4,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.75551,7.0258,864,7.0258,864,29.57,29.019,0.54163,0.73596,29.278,5
47,53,Obura and Mangubhai,2011,13,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.681166667,4.681166667,-174.5401667,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Nikumaroro (SWCrnr/Elektra),Table 3,N,% cover,41,8.41,18.8,13.3,6,12,NA,,NA,NA,NA,NA,5,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.93504,6.6441,863,6.6441,863,29.68,29.053,0.52243,0.72279,29.323,5
48,53,Obura and Mangubhai,2011,14,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.518533333,4.518533333,-172.2269333,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Orona (Algae corner),Table 3,N,% cover,10,1.25,2.8,3.2,1.74,5.5,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.35064,7.1008,864,7.1008,864,29.42,28.913,0.53705,0.73283,29.223,5
49,53,Obura and Mangubhai,2011,15,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.49145,4.49145,-172.1822,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Orona (Dolphin ledge),Table 3,N,% cover,40.6,1.61,3.6,3.3,1.26,4,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.35064,7.1008,864,7.1008,864,29.42,28.913,0.53705,0.73283,29.223,5
50,53,Obura and Mangubhai,2011,16,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-4.532683333,4.532683333,-172.2158833,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Orona (Aerials/backdoor),Table 3,N,% cover,19.7,6.18,10.7,21.5,2.35,4.7,NA,,NA,NA,NA,NA,3,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.35064,7.1008,864,7.1008,864,29.42,28.913,0.53705,0.73283,29.223,5
51,53,Obura and Mangubhai,2011,17,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-3.726666667,3.726666667,-170.7131667,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Rawaki (Clearwater),Table 3,N,% cover,32.7,6.48,14.5,26.8,10.6,21.2,NA,,NA,NA,NA,NA,5,4,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.1563,10.35,864,10.35,864,29.44,28.701,0.64301,0.80188,29.056,5
52,53,Obura and Mangubhai,2011,18,Cover,Hard,NA,Hard.NA,community,comm,NA,NA,Photo quadrats and visual estimates,Visual.Photo,Field,N,May-July,May-July,2000/2002,2005,15,May,2005,15-May-05,estimated,03-Feb,2003,,NA,Y,,,,Y,5-25 m,2.5-5S,170.1-174.8W,-3.720366667,3.720366667,-170.7175667,Pacific,Central,Pacific.Central,Pacific.Central,Phoenix Islands- Rawaki (Deepwater),Table 3,N,% cover,67.6,6.35,14.2,37.6,5.5,17.4,NA,,NA,NA,NA,NA,5,10,No,"Lat/Long from http://phoenixislands.org/pdf/00589.02.pdf ""Coral reef structure and zonation of the Phoenix Islands (David Obura); Date extracted from abstract",0.1563,10.35,864,10.35,864,29.44,28.701,0.64301,0.80188,29.056,5
53,90,Zapata et al. ,2010,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Photo transects,Photo.Video,Field,Y,September-November,September-November,2001,2002,15,Oct,2002,15-Oct-02,poorly estimated,03-Feb,2003,,NA,Y,Y,,Y,,0.5-4 m below MLLW,2.58N,78.10W,2.952525,2.952525,-78.17796111,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gorgona Island-South Site,Figure 2,Y,% cover,69.939,5.995,70.933,69.915,5.899,69.795,NA,,NA,NA,NA,NA,140,140,Table,,0,1.5867,-169,0.7413,106,NA,26.938,0.84532,0.91941,27.686,5
54,90,Zapata et al. ,2010,3,Cover,NA,NA,NA.NA,community,comm,NA,NA,Photo transects,Photo.Video,Field,Y,September-November,September-November,2001,2004,15,Oct,2004,15-Oct-04,poorly estimated,03-Feb,2003,,NA,Y,,,,Y,0.5-4 m below MLLW,2.58N,78.10W,2.952525,2.952525,-78.17796111,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gorgona Island-South Site,Figure 2,Y,% cover,69.939,5.995,70.933,68.833,6.512,77.054,NA,,NA,NA,NA,NA,140,140,Table,,0,1.5867,562,1.5867,562,NA,26.938,0.84532,0.91941,27.686,5
55,90,Zapata et al. ,2010,4,Cover,NA,NA,NA.NA,community,comm,NA,NA,Photo transects,Photo.Video,Field,Y,September-November,September-November,2001,2002,15,Oct,2002,15-Oct-02,poorly estimated,03-Feb,2003,,NA,Y,Y,,Y,,0.5-4 m below MLLW,2.58N,78.10W,2.955205556,2.955205556,-78.18,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gorgona Island-North Site,Figure 2,Y,% cover,40.474,6.02,71.225,43.873,5.928,70.145,NA,,NA,NA,NA,NA,140,140,Table,,0,1.5867,-169,0.7413,106,NA,26.938,0.84532,0.91941,27.686,5
56,90,Zapata et al. ,2010,6,Cover,NA,NA,NA.NA,community,comm,NA,NA,Photo transects,Photo.Video,Field,Y,September-November,September-November,2001,2004,15,Oct,2004,15-Oct-04,poorly estimated,03-Feb,2003,,NA,Y,,,,Y,0.5-4 m below MLLW,2.58N,78.10W,2.955205556,2.955205556,-78.17570833,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gorgona Island-North Site,Figure 2,Y,% cover,40.474,6.02,71.225,42.007,6.518,77.117,NA,,NA,NA,NA,NA,140,140,Table,,0,1.5867,562,1.5867,562,NA,26.938,0.84532,0.91941,27.686,5
57,112,Vroom and Timmers,2009,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Visual and photo estimates,Visual.Photo,Field,N,September,July,2000,2003,15,Jul,2003,15-Jul-03,estimated,03-Feb,2003,,NA,Y,,Y,Y,,11-19 m,25.00N,167.92W,25,25,-167.92,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gardner Pinnacles,Table 1,N,% cover,3.1,0.5,0.87,2.1,0.3,0.52,NA,,NA,NA,NA,NA,3,3,No,,0,0.62714,-424,0.15214,332,NA,24.753,3.0311,1.741,27.035,9
58,112,Vroom and Timmers,2009,2,Cover,NA,NA,NA.NA,community,comm,NA,NA,Visual and photo estimates,Visual.Photo,Field,N,September,July,2000,2003,15,Jul,2003,15-Jul-03,estimated,03-Feb,2003,,NA,Y,,Y,Y,,11-19 m,25.00N,167.92W,25,25,-167.92,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gardner Pinnacles,Table 1,N,% cover,3.1,0.5,0.87,1.1,0.1,0.17,NA,,NA,NA,NA,NA,3,3,No,,0,0.62714,-424,0.15214,332,NA,24.753,3.0311,1.741,27.035,9
59,112,Vroom and Timmers,2009,3,Cover,NA,NA,NA.NA,community,comm,NA,NA,Visual and photo estimates,Visual.Photo,Field,N,September,September,2000,2004,15,Sep,2004,15-Sep-04,estimated,03-Feb,2003,,NA,Y,,,,Y,11-19 m,25.00N,167.92W,25,25,-167.92,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gardner Pinnacles,Table 1,N,% cover,3.1,0.5,0.87,2.1,0.5,0.87,NA,,NA,NA,NA,NA,3,3,No,,0.62714,0.62714,4,0.62714,4,NA,24.753,3.0311,1.741,27.035,9
60,112,Vroom and Timmers,2009,4,Cover,NA,NA,NA.NA,community,comm,NA,NA,Visual and photo estimates,Visual.Photo,Field,N,September,September,2000,2004,15,Sep,2004,15-Sep-04,estimated,03-Feb,2003,,NA,Y,,,,Y,11-19 m,25.00N,167.92W,25,25,-167.92,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gardner Pinnacles,Table 1,N,% cover,3.1,0.5,0.87,0.6,0.2,0.35,NA,,NA,NA,NA,NA,3,3,No,,0.62714,0.62714,4,0.62714,4,NA,24.753,3.0311,1.741,27.035,9
61,154,Attrill and Kelmo,2007,1,Bleaching,NA,NA,NA.NA,community,comm,NA,NA,Visual estimates,Visual,Field ,N,April/May,April/May,1997,1998,1,May,1998,01-May-98,estimated,97/98,1998,,NA,Y,,Y,Y,,10-40 m,12.636S,38.046W,-12.636,12.636,-38.046,Atlantic,Western,Atlantic.Western,Atlantic.Western,"Bahia, Brazil-shallow bank reefs",Table 1a,Y,% bleached,NA,,NA,NA,,NA,13.04,1.284,7.596,30.286,0.9,5.324,35,35,No,,2.3745,2.553,-1,2.3745,0,NA,26.946,1.4519,1.205,28.51,3
62,154,Attrill and Kelmo,2007,2,Bleaching,NA,NA,NA.NA,community,comm,NA,NA,Visual estimates,Visual,Field ,N,April/May,April/May,1997,1999,1,May,1999,01-May-99,estimated,97/98,1998,,NA,Y,,,,Y,10-40 m,12.636S,38.046W,-12.636,12.636,-38.046,Atlantic,Western,Atlantic.Western,Atlantic.Western,"Bahia, Brazil-shallow bank reefs",Table 1a,Y,% bleached,NA,,NA,NA,,NA,13.04,1.284,0.217,22.954,1.322,7.821,35,35,No,,0.38574,2.553,364,2.553,364,NA,26.946,1.4519,1.205,28.51,3
63,154,Attrill and Kelmo,2007,3,Bleaching,NA,NA,NA.NA,community,comm,NA,NA,Visual estimates,Visual,Field ,N,April/May,April/May,1997,1998,1,May,1998,01-May-98,estimated,97/98,1998,,NA,Y,,Y,Y,,10-40 m,12.636S,38.046W,-12.636,12.636,-38.046,Atlantic,Western,Atlantic.Western,Atlantic.Western,"Bahia, Brazil- coastal reef walls",Table 1a,Y,% bleached,NA,,NA,NA,,NA,3.145,1.032,6.105,32.142,1.081,6.395,35,35,No,,2.3745,2.553,-1,2.3745,0,NA,26.946,1.4519,1.205,28.51,3
64,154,Attrill and Kelmo,2007,4,Bleaching,NA,NA,NA.NA,community,comm,NA,NA,Visual estimates,Visual,Field ,N,April/May,April/May,1997,1999,1,May,1999,01-May-99,estimated,97/98,1998,,NA,Y,,,,Y,10-40 m,12.636S,38.046W,-12.636,12.636,-38.046,Atlantic,Western,Atlantic.Western,Atlantic.Western,"Bahia, Brazil- coastal reef walls",Table 1a,Y,% bleached,NA,,NA,NA,,NA,3.145,1.032,6.105,21.468,2.266,13.406,35,35,No,,0.38574,2.553,364,2.553,364,NA,26.946,1.4519,1.205,28.51,3
65,195,Shenkar et al.,2005,1,Bleaching,Hard,Scleractinia,Hard.Scleractinia,Oculinidae,family,Oculina,patagonica,Visual and photo estimates,Visual.Photo,Field,Y,April,September,2002,2002,15,Sep,2002,15-Sep-02,poorly estimated,03-Feb,2003,,NA,Y,Y,,Y,,NA,32N,35E,32,32,35,Mediterranean Sea,Eastern,Mediterranean Sea.Eastern,Mediterranean,Sdot Yam,Figure 1,Y,% bleached,NA,,NA,NA,,NA,7.268,1.175,9.249,30.974,2.916,22.957,62,62,No,,1.2414,1.5566,-354,1.2414,32,NA,22.402,16.368,4.0457,27.964,8
66,251,Reyes-Bonilla,2002,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects and quadrats,Visual,Field,N,July,December,1997,1997,15,Dec,1997,15-Dec-97,estimated,97/98,1998,,NA,Y,Y,,Y,,NA,NA,NA,23.96774444,23.96774444,-109.8559889,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Gulf of California,Figure 2,Y,% cover,28.311,1.379,10.682,25.405,2.49,22.27,NA,,NA,NA,NA,NA,60,80,No,Lat/long estimated from in-text map + Google Earth,3.89,14.688,60,14.688,60,NA,24.606,9.5181,3.0851,28.585,9
67,251,Reyes-Bonilla,2002,2,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects and quadrats,Visual,Field,N,July,December,1997,1997,15,Dec,1997,15-Dec-97,estimated,97/98,1998,,NA,Y,Y,,Y,,NA,NA,NA,20.64438889,20.64438889,-105.3037028,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Bahia de Banderas,Figure 2,Y,% cover,12.358,4.929,34.149,1.309,0.297,2.058,NA,,NA,NA,NA,NA,48,48,No,Lat/long estimated from in-text map + Google Earth,1.6501,3.2419,64,3.2419,64,NA,27.011,6.3292,2.5158,29.979,8
68,251,Reyes-Bonilla,2002,3,Cover,NA,NA,NA.NA,community,comm,NA,NA,Line transects and quadrats,Visual,Field,N,July,December,1997,1998,15,Dec,1998,15-Dec-98,estimated,97/98,1998,,NA,Y,,Y,Y,,NA,NA,NA,15.81773889,15.81773889,-95.60963333,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,Oaxaca,Figure 2,Y,% cover,48.211,6.638,22.995,0.483,0.079,0.274,NA,,NA,NA,NA,NA,12,12,No,Lat/long estimated from in-text map + Google Earth,0,0.8028,134,0.8028,134,NA,28.24,2.6655,1.6326,29.786,8
69,258,Aronson et al.,2002,1,Cover,Hard,Scleractinia,Hard.Scleractinia,community,comm,NA,NA,Line transects,Visual,Field,N,August,October,1997,1998,22,Oct,1998,22-Oct-98,exact,97/98,1998,,NA,Y,,,,Y,0-21 m,16.63N,88.17W,16.63,16.63,-88.17,Atlantic,Western,Atlantic.Western,Atlantic.Western,Belize- Channel Cay,Figure 3,Y,% cover,42.334,5.27,45.64,9.767,2.563,22.196,NA,,NA,NA,NA,NA,75,75,No,,1.436,1.436,21,1.436,21,NA,27.92,1.1805,1.0865,29.271,9
70,266,Booth and Beretta,2002,1,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.49552,23.49552,152.090259,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-FB,Figure 2A,Y,% cover,8.15,4.839,10.82,14.092,7.946,17.768,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
71,266,Booth and Beretta,2002,2,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.505455,23.505455,152.080097,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-SF,Figure 2A,Y,% cover,23.061,8.993,20.109,26.006,6.032,13.488,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
72,266,Booth and Beretta,2002,3,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.505763,23.505763,152.087235,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-SA,Figure 2A,Y,% cover,23.156,6.863,15.346,28.19,6.769,15.136,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
73,266,Booth and Beretta,2002,4,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.48504,23.48504,152.080183,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-EN,Figure 2A,Y,% cover,34.252,7.726,17.276,28.698,6.215,13.897,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
74,266,Booth and Beretta,2002,5,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.492054,23.492054,152.079594,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-BB,Figure 2A,Y,% cover,29.523,12.089,27.032,9.087,4.969,11.111,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
75,266,Booth and Beretta,2002,6,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.499217,23.499217,152.079845,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-MA,Figure 2A,Y,% cover,35.606,6.927,15.489,20.087,6.063,13.557,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
76,266,Booth and Beretta,2002,7,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.497907,23.497907,152.075311,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-CB,Figure 2A,Y,% cover,30.637,5.88,13.148,7.019,5.054,11.301,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
77,266,Booth and Beretta,2002,8,Cover,NA,NA,NA.NA,community,comm,NA,NA,Video transects,Photo.Video,Field,N,February,January,1995,1999,15,Jan,1999,15-Jan-99,estimated,97/98,1998,,NA,Y,,,,Y,NA,23.5S,152.1E,-23.500141,23.500141,152.090678,Pacific,Eastern,Pacific.Eastern,Pacific.Eastern,One Tree Island Reef Lagoon-NB,Figure 2A,Y,% cover,10.53,3.945,8.821,1.055,1.031,2.305,NA,,NA,NA,NA,NA,5,5,Text,Lat/long estimated from in-text map + Google Earth,0,8.6119,309,8.6119,309,NA,24.142,5.4155,2.3271,27.194,2
